"bedrock","distance","groundingline","h","ssavelocity 1","ssavelocity 2","zb","Points:0","Points:1","Points:2"
900,0,-900,1336.6,7.1567e-06,0.0006488,900,0,0,0
899.99,1131.4,-899.99,1336.5,0.089332,-0.088677,899.99,800,-800,0
899.98,2281.4,-899.98,1336.3,0.17866,-0.17801,899.98,1600,-1600,0
899.94,3522.7,-899.94,1336,0.26803,-0.26738,899.94,2400,-2400,0
899.9,4592.7,-899.9,1335.7,0.35749,-0.35677,899.9,3200,-3200,0
899.85,5697.9,-899.85,1335.2,0.447,-0.44629,899.85,4000,-4000,0
899.79,6797.8,-899.79,1334.6,0.53663,-0.53596,899.79,4800,-4800,0
899.71,7947.7,-899.71,1333.9,0.62642,-0.62573,899.71,5600,-5600,0
899.62,9086.2,-899.62,1333.1,0.71638,-0.71559,899.62,6400,-6400,0
899.53,10200,-899.53,1332.2,0.80645,-0.80565,899.53,7200,-7200,0
899.41,11343,-899.41,1331.3,0.89658,-0.89586,899.41,8000,-8000,0
899.3,12460,-899.3,1330.4,0.98695,-0.98616,899.3,8800,-8800,0
899.16,13581,-899.16,1329.5,1.0774,-1.0766,899.16,9600,-9600,0
899.02,14718,-899.02,1328.6,1.168,-1.1672,899.02,10400,-10400,0
898.86,15864,-898.86,1327.5,1.2588,-1.258,898.86,11200,-11200,0
898.69,16987,-898.69,1326.5,1.3497,-1.3489,898.69,12000,-12000,0
898.51,18122,-898.51,1325.5,1.4408,-1.4399,898.51,12800,-12800,0
898.32,19241,-898.32,1324.5,1.532,-1.5312,898.32,13600,-13600,0
898.12,20368,-898.12,1323.5,1.6234,-1.6226,898.12,14400,-14400,0
897.9,21511,-897.9,1322.4,1.7149,-1.714,897.9,15200,-15200,0
897.67,22642,-897.67,1321.4,1.8066,-1.8058,897.67,16000,-16000,0
897.44,23775,-897.44,1320.3,1.8985,-1.8976,897.44,16800,-16800,0
897.19,24902,-897.19,1319.2,1.9905,-1.9896,897.19,17600,-17600,0
896.93,26028,-896.93,1318.1,2.0827,-2.0818,896.93,18400,-18400,0
896.66,27155,-896.66,1317,2.175,-2.1742,896.66,19200,-19200,0
896.37,28295,-896.37,1315.9,2.2676,-2.2667,896.37,20000,-20000,0
896.07,29424,-896.07,1314.8,2.3602,-2.3594,896.07,20800,-20800,0
895.77,30562,-895.77,1313.6,2.4531,-2.4522,895.77,21600,-21600,0
895.45,31685,-895.45,1312.5,2.5462,-2.5453,895.45,22400,-22400,0
895.12,32815,-895.12,1311.4,2.6394,-2.6385,895.12,23200,-23200,0
894.78,33945,-894.78,1310.2,2.7328,-2.7319,894.78,24000,-24000,0
894.42,35080,-894.42,1309,2.8264,-2.8255,894.42,24800,-24800,0
894.06,36214,-894.06,1307.9,2.9201,-2.9193,894.06,25600,-25600,0
893.68,37345,-893.68,1306.7,3.0141,-3.0132,893.68,26400,-26400,0
893.29,38474,-893.29,1305.5,3.1082,-3.1073,893.29,27200,-27200,0
892.89,39602,-892.89,1304.3,3.2025,-3.2016,892.89,28000,-28000,0
892.48,40733,-892.48,1303.1,3.297,-3.2961,892.48,28800,-28800,0
892.06,41866,-892.06,1301.9,3.3916,-3.3908,892.06,29600,-29600,0
891.62,43003,-891.62,1300.7,3.4865,-3.4856,891.62,30400,-30400,0
891.17,44129,-891.17,1299.5,3.5815,-3.5807,891.17,31200,-31200,0
890.71,45262,-890.71,1298.3,3.6768,-3.6759,890.71,32000,-32000,0
890.25,46388,-890.25,1297.1,3.7722,-3.7713,890.25,32800,-32800,0
889.76,47521,-889.76,1295.9,3.8678,-3.8669,889.76,33600,-33600,0
889.27,48655,-889.27,1294.7,3.9636,-3.9627,889.27,34400,-34400,0
888.77,49788,-888.77,1293.4,4.0596,-4.0587,888.77,35200,-35200,0
888.25,50918,-888.25,1292.2,4.1558,-4.1549,888.25,36000,-36000,0
887.72,52049,-887.72,1291,4.2522,-4.2512,887.72,36800,-36800,0
887.18,53176,-887.18,1289.7,4.3488,-4.3478,887.18,37600,-37600,0
886.63,54308,-886.63,1288.5,4.4455,-4.4446,886.63,38400,-38400,0
886.07,55444,-886.07,1287.2,4.5425,-4.5416,886.07,39200,-39200,0
885.49,56574,-885.49,1286,4.6396,-4.6388,885.49,40000,-40000,0
884.91,57707,-884.91,1284.7,4.737,-4.7361,884.91,40800,-40800,0
884.31,58834,-884.31,1283.5,4.8345,-4.8337,884.31,41600,-41600,0
883.7,59964,-883.7,1282.2,4.9324,-4.9314,883.7,42400,-42400,0
883.09,61097,-883.09,1281,5.0303,-5.0294,883.09,43200,-43200,0
882.45,62231,-882.45,1279.7,5.1285,-5.1276,882.45,44000,-44000,0
881.81,63362,-881.81,1278.4,5.2268,-5.2259,881.81,44800,-44800,0
881.15,64495,-881.15,1277.2,5.3254,-5.3245,881.15,45600,-45600,0
880.48,65623,-880.48,1275.9,5.4242,-5.4233,880.48,46400,-46400,0
879.81,66752,-879.81,1274.6,5.5231,-5.5222,879.81,47200,-47200,0
879.12,67886,-879.12,1273.3,5.6223,-5.6214,879.12,48000,-48000,0
878.41,69018,-878.41,1272.1,5.7217,-5.7208,878.41,48800,-48800,0
877.7,70151,-877.7,1270.8,5.8213,-5.8204,877.7,49600,-49600,0
876.98,71280,-876.98,1269.5,5.9211,-5.9202,876.98,50400,-50400,0
876.24,72411,-876.24,1268.2,6.0211,-6.0202,876.24,51200,-51200,0
875.49,73539,-875.49,1267,6.1213,-6.1204,875.49,52000,-52000,0
874.73,74673,-874.73,1265.7,6.2218,-6.2209,874.73,52800,-52800,0
873.96,75805,-873.96,1264.4,6.3224,-6.3215,873.96,53600,-53600,0
873.18,76939,-873.18,1263.1,6.4232,-6.4223,873.18,54400,-54400,0
872.38,78068,-872.38,1261.8,6.5243,-6.5234,872.38,55200,-55200,0
871.58,79199,-871.58,1260.5,6.6256,-6.6246,871.58,56000,-56000,0
870.76,80328,-870.76,1259.2,6.727,-6.7261,870.76,56800,-56800,0
869.93,81461,-869.93,1257.9,6.8287,-6.8279,869.93,57600,-57600,0
869.09,82595,-869.09,1256.6,6.9306,-6.9297,869.09,58400,-58400,0
868.23,83725,-868.23,1255.3,7.0328,-7.0319,868.23,59200,-59200,0
867.37,84857,-867.37,1254,7.1351,-7.1342,867.37,60000,-60000,0
866.5,85987,-866.5,1252.7,7.2376,-7.2367,866.5,60800,-60800,0
865.61,87116,-865.61,1251.4,7.3404,-7.3395,865.61,61600,-61600,0
864.71,88249,-864.71,1250.1,7.4434,-7.4425,864.71,62400,-62400,0
863.8,89383,-863.8,1248.8,7.5466,-7.5457,863.8,63200,-63200,0
862.88,90513,-862.88,1247.5,7.65,-7.6492,862.88,64000,-64000,0
861.94,91645,-861.94,1246.2,7.7537,-7.7528,861.94,64800,-64800,0
861,92774,-861,1244.9,7.8575,-7.8567,861,65600,-65600,0
860.04,93905,-860.04,1243.6,7.9616,-7.9607,860.04,66400,-66400,0
859.07,95038,-859.07,1242.3,8.0659,-8.065,859.07,67200,-67200,0
858.09,96170,-858.09,1241,8.1704,-8.1696,858.09,68000,-68000,0
857.1,97302,-857.1,1239.7,8.2752,-8.2743,857.1,68800,-68800,0
856.1,98433,-856.1,1238.4,8.3801,-8.3793,856.1,69600,-69600,0
855.08,99562,-855.08,1237.1,8.4853,-8.4845,855.08,70400,-70400,0
854.06,1.0069e+05,-854.06,1235.8,8.5907,-8.5899,854.06,71200,-71200,0
853.01,1.0183e+05,-853.01,1234.5,8.6964,-8.6955,853.01,72000,-72000,0
851.97,1.0296e+05,-851.97,1233.2,8.8022,-8.8014,851.97,72800,-72800,0
