"bedrock","distance","groundingline","h","ssavelocity 1","ssavelocity 2","zb","Points:0","Points:1","Points:2"
900,0,-900,1337.1,-1.5134e-05,0.00048275,900,0,0,0
900,800,-900,1337,0.08916,0.00049047,900,800,0,0
899.99,1600,-899.99,1336.9,0.17835,0.00048897,899.99,1600,0,0
899.97,2400,-899.97,1336.8,0.26756,0.00048754,899.97,2400,0,0
899.95,3200,-899.95,1336.6,0.35681,0.00049067,899.95,3200,0,0
899.93,4000,-899.93,1336.4,0.4461,0.00049812,899.93,4000,0,0
899.89,4800,-899.89,1336.1,0.53544,0.00048205,899.89,4800,0,0
899.86,5600,-899.86,1335.7,0.62485,0.00048733,899.86,5600,0,0
899.81,6400,-899.81,1335.3,0.71433,0.00049138,899.81,6400,0,0
899.76,7200,-899.76,1334.9,0.80389,0.00048842,899.76,7200,0,0
899.71,8000,-899.71,1334.4,0.89355,0.00048951,899.71,8000,0,0
899.65,8800,-899.65,1333.8,0.98333,0.0004929,899.65,8800,0,0
899.58,9600,-899.58,1333.2,1.0732,0.00048873,899.58,9600,0,0
899.51,10400,-899.51,1332.6,1.1632,0.00048804,899.51,10400,0,0
899.43,11200,-899.43,1331.9,1.2533,0.00049115,899.43,11200,0,0
899.35,12000,-899.35,1331.3,1.3434,0.00048759,899.35,12000,0,0
899.26,12800,-899.26,1330.6,1.4337,0.00048809,899.26,12800,0,0
899.16,13600,-899.16,1330,1.5241,0.00048938,899.16,13600,0,0
899.06,14400,-899.06,1329.3,1.6145,0.00048957,899.06,14400,0,0
898.95,15200,-898.95,1328.6,1.7051,0.00048904,898.95,15200,0,0
898.84,16000,-898.84,1327.9,1.7957,0.00049048,898.84,16000,0,0
898.72,16800,-898.72,1327.2,1.8865,0.00048871,898.72,16800,0,0
898.6,17600,-898.6,1326.5,1.9774,0.00048895,898.6,17600,0,0
898.46,18400,-898.46,1325.8,2.0684,0.00048961,898.46,18400,0,0
898.33,19200,-898.33,1325.1,2.1595,0.00048987,898.33,19200,0,0
898.19,20000,-898.19,1324.3,2.2507,0.00048969,898.19,20000,0,0
898.04,20800,-898.04,1323.6,2.3421,0.00049119,898.04,20800,0,0
897.88,21600,-897.88,1322.9,2.4335,0.00049091,897.88,21600,0,0
897.73,22400,-897.73,1322.1,2.5251,0.00048973,897.73,22400,0,0
897.56,23200,-897.56,1321.4,2.6167,0.0004883,897.56,23200,0,0
897.39,24000,-897.39,1320.6,2.7085,0.000487,897.39,24000,0,0
897.21,24800,-897.21,1319.8,2.8004,0.00048933,897.21,24800,0,0
897.03,25600,-897.03,1319.1,2.8925,0.00048966,897.03,25600,0,0
896.84,26400,-896.84,1318.3,2.9846,0.00048857,896.84,26400,0,0
896.65,27200,-896.65,1317.5,3.0768,0.00048778,896.65,27200,0,0
896.45,28000,-896.45,1316.7,3.1692,0.00049015,896.45,28000,0,0
896.24,28800,-896.24,1315.9,3.2617,0.00049045,896.24,28800,0,0
896.03,29600,-896.03,1315.1,3.3543,0.00049148,896.03,29600,0,0
895.81,30400,-895.81,1314.3,3.4471,0.00048992,895.81,30400,0,0
895.59,31200,-895.59,1313.5,3.54,0.00048705,895.59,31200,0,0
895.36,32000,-895.36,1312.7,3.6329,0.00048877,895.36,32000,0,0
895.12,32800,-895.12,1311.9,3.7261,0.00048915,895.12,32800,0,0
894.88,33600,-894.88,1311.1,3.8193,0.00048814,894.88,33600,0,0
894.64,34400,-894.64,1310.3,3.9127,0.00048821,894.64,34400,0,0
894.38,35200,-894.38,1309.4,4.0061,0.00048944,894.38,35200,0,0
894.13,36000,-894.13,1308.6,4.0998,0.00048958,894.13,36000,0,0
893.86,36800,-893.86,1307.8,4.1935,0.00049146,893.86,36800,0,0
893.59,37600,-893.59,1307,4.2874,0.00048966,893.59,37600,0,0
893.32,38400,-893.32,1306.1,4.3814,0.00048923,893.32,38400,0,0
893.04,39200,-893.04,1305.3,4.4755,0.00049065,893.04,39200,0,0
892.75,40000,-892.75,1304.4,4.5698,0.00048984,892.75,40000,0,0
892.46,40800,-892.46,1303.6,4.6642,0.00048737,892.46,40800,0,0
892.16,41600,-892.16,1302.8,4.7587,0.0004893,892.16,41600,0,0
891.85,42400,-891.85,1301.9,4.8534,0.00049039,891.85,42400,0,0
891.54,43200,-891.54,1301.1,4.9481,0.00048967,891.54,43200,0,0
891.23,44000,-891.23,1300.2,5.043,0.00049042,891.23,44000,0,0
890.9,44800,-890.9,1299.4,5.1381,0.00049234,890.9,44800,0,0
890.58,45600,-890.58,1298.5,5.2333,0.00049212,890.58,45600,0,0
890.24,46400,-890.24,1297.6,5.3286,0.00049155,890.24,46400,0,0
889.9,47200,-889.9,1296.8,5.4241,0.00049081,889.9,47200,0,0
889.56,48000,-889.56,1295.9,5.5196,0.00048845,889.56,48000,0,0
889.21,48800,-889.21,1295,5.6154,0.00049135,889.21,48800,0,0
888.85,49600,-888.85,1294.2,5.7113,0.00049157,888.85,49600,0,0
888.49,50400,-888.49,1293.3,5.8073,0.00049134,888.49,50400,0,0
888.12,51200,-888.12,1292.4,5.9034,0.00049171,888.12,51200,0,0
887.75,52000,-887.75,1291.6,5.9996,0.00049255,887.75,52000,0,0
887.37,52800,-887.37,1290.7,6.0961,0.00049213,887.37,52800,0,0
886.98,53600,-886.98,1289.8,6.1926,0.0004935,886.98,53600,0,0
886.59,54400,-886.59,1288.9,6.2893,0.00049278,886.59,54400,0,0
886.19,55200,-886.19,1288.1,6.3861,0.00049094,886.19,55200,0,0
885.79,56000,-885.79,1287.2,6.4831,0.00049379,885.79,56000,0,0
885.38,56800,-885.38,1286.3,6.5802,0.00049321,885.38,56800,0,0
884.97,57600,-884.97,1285.4,6.6774,0.00049328,884.97,57600,0,0
884.54,58400,-884.54,1284.5,6.7748,0.00049334,884.54,58400,0,0
884.12,59200,-884.12,1283.6,6.8723,0.00049333,884.12,59200,0,0
883.69,60000,-883.69,1282.7,6.97,0.00049385,883.69,60000,0,0
883.25,60800,-883.25,1281.9,7.0678,0.00049565,883.25,60800,0,0
882.8,61600,-882.8,1281,7.1658,0.00049435,882.8,61600,0,0
882.36,62400,-882.36,1280.1,7.2639,0.00049406,882.36,62400,0,0
881.9,63200,-881.9,1279.2,7.3621,0.00049507,881.9,63200,0,0
881.44,64000,-881.44,1278.3,7.4605,0.00049388,881.44,64000,0,0
880.97,64800,-880.97,1277.4,7.559,0.00049544,880.97,64800,0,0
880.5,65600,-880.5,1276.5,7.6577,0.00049645,880.5,65600,0,0
880.02,66400,-880.02,1275.6,7.7565,0.00049494,880.02,66400,0,0
879.54,67200,-879.54,1274.7,7.8555,0.00049301,879.54,67200,0,0
879.05,68000,-879.05,1273.8,7.9545,0.00049683,879.05,68000,0,0
878.55,68800,-878.55,1272.9,8.0538,0.00049645,878.55,68800,0,0
878.05,69600,-878.05,1272,8.1532,0.00049644,878.05,69600,0,0
877.54,70400,-877.54,1271.1,8.2527,0.00049692,877.54,70400,0,0
877.03,71200,-877.03,1270.2,8.3524,0.00049791,877.03,71200,0,0
876.51,72000,-876.51,1269.3,8.4522,0.00049935,876.51,72000,0,0
875.98,72800,-875.98,1268.4,8.5522,0.00049975,875.98,72800,0,0
875.45,73600,-875.45,1267.5,8.6524,0.00049993,875.45,73600,0,0
