"bedrock","distance","groundingline","h","ssavelocity 1","ssavelocity 2","zb","Points:0","Points:1","Points:2"
900,0,-900,1336.1,0,0,900,0,0,0
899.95,1131.4,-899.95,1335.6,0.09022,0.089948,899.95,800,800,0
899.89,2262.7,-899.89,1335,0.18044,0.1799,899.89,1600,1600,0
899.84,3394.1,-899.84,1334.4,0.27066,0.26985,899.84,2400,2400,0
899.79,4525.5,-899.79,1333.9,0.36088,0.35979,899.79,3200,3200,0
899.73,5656.9,-899.73,1333.3,0.4511,0.44974,899.73,4000,4000,0
899.68,6788.2,-899.68,1332.7,0.54132,0.53969,899.68,4800,4800,0
899.63,7919.6,-899.63,1332.2,0.63154,0.62964,899.63,5600,5600,0
899.58,9051,-899.58,1331.6,0.72176,0.71959,899.58,6400,6400,0
899.52,10182,-899.52,1331,0.81198,0.80954,899.52,7200,7200,0
899.38,11397,-899.38,1330,0.9034,0.90092,899.38,8000,8000,0
899.23,12626,-899.23,1328.8,0.99504,0.99257,899.23,8800,8800,0
899.07,13855,-899.07,1327.7,1.0867,1.0842,899.07,9600,9600,0
898.91,15084,-898.91,1326.5,1.1783,1.1759,898.91,10400,10400,0
898.76,16314,-898.76,1325.4,1.2699,1.2675,898.76,11200,11200,0
898.6,17543,-898.6,1324.2,1.3616,1.3591,898.6,12000,12000,0
898.39,18636,-898.39,1323.2,1.4537,1.4511,898.39,12800,12800,0
898.16,19707,-898.16,1322.3,1.5459,1.5431,898.16,13600,13600,0
897.94,20778,-897.94,1321.4,1.6382,1.6351,897.94,14400,14400,0
897.72,21849,-897.72,1320.5,1.7304,1.7271,897.72,15200,15200,0
897.5,22920,-897.5,1319.6,1.8226,1.8191,897.5,16000,16000,0
897.28,23992,-897.28,1318.6,1.9148,1.9111,897.28,16800,16800,0
897.05,25063,-897.05,1317.7,2.0071,2.0031,897.05,17600,17600,0
896.83,26134,-896.83,1316.8,2.0993,2.095,896.83,18400,18400,0
896.59,27296,-896.59,1315.8,2.1918,2.1869,896.59,19200,19200,0
896.33,28408,-896.33,1314.7,2.2853,2.2794,896.33,20000,20000,0
896,29524,-896,1313.5,2.3798,2.3735,896,20800,20800,0
895.66,30678,-895.66,1312.2,2.4744,2.4681,895.66,21600,21600,0
895.31,31833,-895.31,1310.9,2.5689,2.5627,895.31,22400,22400,0
894.96,32988,-894.96,1309.6,2.6635,2.6573,894.96,23200,23200,0
894.62,34143,-894.62,1308.3,2.758,2.7519,894.62,24000,24000,0
894.27,35298,-894.27,1307,2.8525,2.8464,894.27,24800,24800,0
893.93,36452,-893.93,1305.8,2.9471,2.941,893.93,25600,25600,0
893.58,37607,-893.58,1304.5,3.0416,3.0356,893.58,26400,26400,0
893.18,38695,-893.18,1303.4,3.1365,3.1303,893.18,27200,27200,0
892.78,39781,-892.78,1302.3,3.2314,3.225,892.78,28000,28000,0
892.38,40866,-892.38,1301.2,3.3262,3.3196,892.38,28800,28800,0
891.94,42014,-891.94,1300,3.4214,3.4161,891.94,29600,29600,0
891.49,43168,-891.49,1298.8,3.5165,3.5128,891.49,30400,30400,0
891.04,44322,-891.04,1297.5,3.6116,3.6095,891.04,31200,31200,0
890.58,45475,-890.58,1296.3,3.7067,3.7061,890.58,32000,32000,0
890.13,46629,-890.13,1295.1,3.8018,3.8028,890.13,32800,32800,0
889.63,47738,-889.63,1293.8,3.8996,3.8988,889.63,33600,33600,0
889.13,48843,-889.13,1292.6,3.9976,3.9948,889.13,34400,34400,0
888.62,49948,-888.62,1291.3,4.0955,4.0908,888.62,35200,35200,0
888.11,51053,-888.11,1290.1,4.1935,4.1868,888.11,36000,36000,0
887.61,52158,-887.61,1288.8,4.2914,4.2828,887.61,36800,36800,0
887.1,53263,-887.1,1287.6,4.3894,4.3788,887.1,37600,37600,0
886.56,54397,-886.56,1286.3,4.4872,4.4753,886.56,38400,38400,0
886.01,55541,-886.01,1285.1,4.5849,4.5719,886.01,39200,39200,0
885.41,56656,-885.41,1283.8,4.6829,4.6714,885.41,40000,40000,0
884.8,57768,-884.8,1282.6,4.7809,4.7711,884.8,40800,40800,0
884.2,58880,-884.2,1281.3,4.879,4.8708,884.2,41600,41600,0
883.59,59992,-883.59,1280.1,4.9771,4.9705,883.59,42400,42400,0
882.98,61112,-882.98,1278.8,5.0752,5.0702,882.98,43200,43200,0
882.36,62262,-882.36,1277.5,5.1735,5.1698,882.36,44000,44000,0
881.73,63411,-881.73,1276.2,5.2718,5.2694,881.73,44800,44800,0
881.11,64560,-881.11,1275,5.3701,5.369,881.11,45600,45600,0
880.43,65668,-880.43,1273.7,5.4712,5.4681,880.43,46400,46400,0
879.72,66809,-879.72,1272.4,5.5722,5.5678,879.72,47200,47200,0
879,67956,-879,1271.1,5.6732,5.6676,879,48000,48000,0
878.28,69103,-878.28,1269.8,5.7742,5.7674,878.28,48800,48800,0
877.55,70250,-877.55,1268.6,5.8752,5.8673,877.55,49600,49600,0
876.83,71397,-876.83,1267.3,5.9762,5.9671,876.83,50400,50400,0
876.11,72544,-876.11,1266,6.0772,6.0669,876.11,51200,51200,0
875.39,73688,-875.39,1264.7,6.1782,6.167,875.39,52000,52000,0
874.61,74802,-874.61,1263.4,6.28,6.2693,874.61,52800,52800,0
873.83,75916,-873.83,1262.2,6.3818,6.3715,873.83,53600,53600,0
873.05,77030,-873.05,1260.9,6.4836,6.4738,873.05,54400,54400,0
872.27,78144,-872.27,1259.6,6.5854,6.5761,872.27,55200,55200,0
871.45,79288,-871.45,1258.2,6.6874,6.6795,871.45,56000,56000,0
870.63,80432,-870.63,1256.9,6.7893,6.783,870.63,56800,56800,0
869.81,81576,-869.81,1255.5,6.8913,6.8865,869.81,57600,57600,0
868.98,82715,-868.98,1254.2,6.9936,6.9898,868.98,58400,58400,0
868.11,83833,-868.11,1252.9,7.0977,7.0927,868.11,59200,59200,0
867.23,84950,-867.23,1251.6,7.2017,7.1956,867.23,60000,60000,0
866.35,86067,-866.35,1250.4,7.3057,7.2984,866.35,60800,60800,0
865.47,87185,-865.47,1249.1,7.4098,7.4013,865.47,61600,61600,0
864.6,88302,-864.6,1247.8,7.5138,7.5042,864.6,62400,62400,0
863.72,89420,-863.72,1246.6,7.6179,7.6071,863.72,63200,63200,0
862.84,90540,-862.84,1245.3,7.7219,7.7102,862.84,64000,64000,0
861.9,91675,-861.9,1244,7.8261,7.8153,861.9,64800,64800,0
860.93,92794,-860.93,1242.7,7.9317,7.9215,860.93,65600,65600,0
