"bedrock","distance","groundingline","h","ssavelocity 1","ssavelocity 2","zb","Points:0","Points:1","Points:2"
-858.81,3.9e+05,858.81,1196.2,16.184,0,-858.81,3.9e+05,0,0
-860.49,3.902e+05,860.49,1197.4,16.104,0.38563,-860.49,3.902e+05,450,0
-862.16,3.9041e+05,862.16,1198.6,16.024,0.77125,-862.16,3.904e+05,900,0
-863.84,3.9061e+05,863.84,1199.9,15.944,1.1569,-863.84,3.906e+05,1350,0
-865.52,3.9081e+05,865.52,1201.1,15.865,1.5425,-865.52,3.908e+05,1800,0
-867.19,3.9101e+05,867.19,1202.3,15.785,1.9281,-867.19,3.91e+05,2250,0
-868.87,3.9122e+05,868.87,1203.5,15.705,2.3138,-868.87,3.912e+05,2700,0
-870.55,3.9142e+05,870.55,1204.7,15.625,2.6994,-870.55,3.914e+05,3150,0
-872.22,3.9162e+05,872.22,1205.9,15.545,3.085,-872.22,3.916e+05,3600,0
-873.9,3.9182e+05,873.9,1207.2,15.465,3.4706,-873.9,3.918e+05,4050,0
-875.58,3.9203e+05,875.58,1208.4,15.385,3.8563,-875.58,3.92e+05,4500,0
-877.39,3.9223e+05,877.39,1209.5,15.343,4.239,-877.39,3.922e+05,4950,0
-879.28,3.9244e+05,879.28,1210.5,15.361,4.6188,-879.28,3.924e+05,5400,0
-881,3.9265e+05,881,1211.4,15.403,4.9996,-881,3.926e+05,5850,0
-882.71,3.9286e+05,882.71,1212.3,15.445,5.3805,-882.71,3.928e+05,6300,0
-884.15,3.9307e+05,884.15,1212.8,15.486,5.758,-884.15,3.93e+05,6750,0
-885.43,3.9327e+05,885.43,1213.3,15.526,6.1337,-885.43,3.932e+05,7200,0
-886.71,3.9348e+05,886.71,1213.7,15.565,6.5094,-886.71,3.934e+05,7650,0
-887.99,3.9369e+05,887.99,1214.1,15.605,6.8851,-887.99,3.936e+05,8100,0
-889.27,3.939e+05,889.27,1214.6,15.645,7.2608,-889.27,3.938e+05,8550,0
-890.55,3.9411e+05,890.55,1215,15.684,7.6365,-890.55,3.94e+05,9000,0
-891.83,3.9432e+05,891.83,1215.4,15.724,8.0122,-891.83,3.942e+05,9450,0
-893.17,3.9453e+05,893.17,1215.7,15.812,8.3874,-893.17,3.944e+05,9900,0
-894.51,3.9474e+05,894.51,1216.1,15.901,8.7625,-894.51,3.946e+05,10350,0
-895.84,3.9495e+05,895.84,1216.4,15.99,9.1376,-895.84,3.948e+05,10800,0
-897.17,3.9516e+05,897.17,1216.7,16.081,9.5124,-897.17,3.95e+05,11250,0
-898.4,3.9538e+05,898.4,1217,16.191,9.8831,-898.4,3.952e+05,11700,0
-899.63,3.9559e+05,899.63,1217.3,16.302,10.254,-899.63,3.954e+05,12150,0
-900.86,3.958e+05,900.86,1217.5,16.412,10.625,-900.86,3.956e+05,12600,0
-902.09,3.9602e+05,902.09,1217.8,16.522,10.995,-902.09,3.958e+05,13050,0
-903.37,3.9623e+05,903.37,1218.1,16.642,11.372,-903.37,3.96e+05,13500,0
-904.74,3.9645e+05,904.74,1218.4,16.775,11.755,-904.74,3.962e+05,13950,0
-906.1,3.9667e+05,906.1,1218.7,16.908,12.138,-906.1,3.964e+05,14400,0
-907.46,3.9688e+05,907.46,1219.1,17.04,12.522,-907.46,3.966e+05,14850,0
-908.82,3.971e+05,908.82,1219.4,17.173,12.905,-908.82,3.968e+05,15300,0
-910.19,3.9732e+05,910.19,1219.7,17.305,13.289,-910.19,3.97e+05,15750,0
-911.55,3.9754e+05,911.55,1220,17.438,13.672,-911.55,3.972e+05,16200,0
-912.65,3.9775e+05,912.65,1220.1,17.57,14.05,-912.65,3.974e+05,16650,0
-913.5,3.9797e+05,913.5,1220,17.701,14.423,-913.5,3.976e+05,17100,0
-914.44,3.9819e+05,914.44,1219.8,17.837,14.808,-914.44,3.978e+05,17550,0
-915.42,3.9841e+05,915.42,1219.6,17.98,15.198,-915.42,3.98e+05,18000,0
-916.31,3.9863e+05,916.31,1219.2,18.134,15.581,-916.31,3.982e+05,18450,0
-917.19,3.9885e+05,917.19,1218.8,18.287,15.964,-917.19,3.984e+05,18900,0
-918.08,3.9907e+05,918.08,1218.4,18.441,16.347,-918.08,3.986e+05,19350,0
-918.97,3.993e+05,918.97,1218,18.594,16.731,-918.97,3.988e+05,19800,0
-919.85,3.9952e+05,919.85,1217.6,18.748,17.114,-919.85,3.99e+05,20250,0
-920.74,3.9974e+05,920.74,1217.2,18.901,17.497,-920.74,3.992e+05,20700,0
-921.62,3.9996e+05,921.62,1216.8,19.055,17.88,-921.62,3.994e+05,21150,0
-922.67,4.0019e+05,922.67,1216.5,19.21,18.293,-922.67,3.996e+05,21600,0
-923.77,4.0041e+05,923.77,1216.2,19.366,18.715,-923.77,3.998e+05,22050,0
-924.87,4.0064e+05,924.87,1215.9,19.522,19.137,-924.87,4e+05,22500,0
-925.96,4.0086e+05,925.96,1215.6,19.677,19.559,-925.96,4.002e+05,22950,0
-927.06,4.0109e+05,927.06,1215.3,19.833,19.981,-927.06,4.004e+05,23400,0
-928.16,4.0131e+05,928.16,1215,19.989,20.403,-928.16,4.006e+05,23850,0
-929.26,4.0154e+05,929.26,1214.7,20.145,20.825,-929.26,4.008e+05,24300,0
-930.3,4.0176e+05,930.3,1214.4,20.305,21.238,-930.3,4.01e+05,24750,0
-931.23,4.0199e+05,931.23,1214,20.472,21.635,-931.23,4.012e+05,25200,0
-932.39,4.0222e+05,932.39,1213.8,20.65,22.083,-932.39,4.014e+05,25650,0
-933.56,4.0245e+05,933.56,1213.6,20.828,22.537,-933.56,4.016e+05,26100,0
