Point ID,arc_length,bedrock,ceff,cell_area,groundedmask,h,h velocity,haf,ls,Points_0,Points_1,Points_2,Points_Magnitude,pvar,smb_ref,ssavelocity 1,ssavelocity 2,strbasemag,vtkValidPointMask,x,y,zb,zs
821,404296,-2164.08,1e+20,433013,-1,358.536,-0.00258065,0,-83943.6,554200,369450,0,666056,0,0.3,318.112,344.999,1e+20,1,554200,369450,-319.823,38.7136
822,404788,-2166.04,1e+20,433013,-1,358.024,-0.00253116,0,-83527.6,554400,369900,0,666472,0,0.3,318.556,345.128,1e+20,1,554400,369900,-319.367,38.6584
823,405280,-2168.04,1e+20,433013,-1,357.517,-0.00248204,0,-83111.5,554600,370350,0,666888,0,0.3,318.995,345.262,1e+20,1,554600,370350,-318.915,38.6036
824,405773,-2170.02,1e+20,433013,-1,357.01,-0.00243329,0,-82695.1,554800,370800,0,667305,0,0.3,319.431,345.394,1e+20,1,554800,370800,-318.463,38.5489
825,406265,-2172,1e+20,433013,-1,356.506,-0.00238471,0,-82278.7,555000,371250,0,667721,0,0.3,319.863,345.529,1e+20,1,555000,371250,-318.012,38.4944
826,406758,-2173.97,1e+20,433013,-1,356.002,-0.00233633,0,-81862.3,555200,371700,0,668138,0,0.3,320.292,345.667,1e+20,1,555200,371700,-317.563,38.44
827,407250,-2175.91,1e+20,433013,-1,355.499,-0.00228827,0,-81445.6,555400,372150,0,668554,0,0.3,320.717,345.802,1e+20,1,555400,372150,-317.114,38.3857
828,407743,-2177.91,1e+20,433013,-1,355,-0.00224059,0,-81028.9,555600,372600,0,668971,0,0.3,321.138,345.943,1e+20,1,555600,372600,-316.669,38.3318
829,408235,-2179.9,1e+20,433013,-1,354.501,-0.002193,0,-80612.2,555800,373050,0,669388,0,0.3,321.557,346.085,1e+20,1,555800,373050,-316.225,38.278
830,408728,-2181.83,1e+20,433013,-1,354.004,-0.00214581,0,-80195.2,556000,373500,0,669805,0,0.3,321.969,346.226,1e+20,1,556000,373500,-315.781,38.2243
831,409220,-2183.78,1e+20,433013,-1,353.508,-0.00209876,0,-79778.2,556200,373950,0,670222,0,0.3,322.38,346.369,1e+20,1,556200,373950,-315.338,38.1707
832,409712,-2185.76,1e+20,433013,-1,353.014,-0.00205201,0,-79361.2,556400,374400,0,670639,0,0.3,322.787,346.517,1e+20,1,556400,374400,-314.898,38.1174
833,410205,-2187.74,1e+20,433013,-1,352.523,-0.00200565,0,-78943.9,556600,374850,0,671056,0,0.3,323.189,346.664,1e+20,1,556600,374850,-314.459,38.0643
834,410697,-2189.67,1e+20,433013,-1,352.031,-0.00195935,0,-78526.6,556800,375300,0,671473,0,0.3,323.589,346.812,1e+20,1,556800,375300,-314.021,38.0112
835,411190,-2191.63,1e+20,433013,-1,351.542,-0.00191335,0,-78109.3,557000,375750,0,671891,0,0.3,323.984,346.964,1e+20,1,557000,375750,-313.585,37.9584
836,411682,-2193.56,1e+20,433013,-1,351.053,-0.00186761,0,-77691.7,557200,376200,0,672308,0,0.3,324.375,347.113,1e+20,1,557200,376200,-313.149,37.9057
837,412175,-2195.54,1e+20,433013,-1,350.569,-0.00182226,0,-77274.1,557400,376650,0,672726,0,0.3,324.762,347.27,1e+20,1,557400,376650,-312.717,37.8534
838,412667,-2197.5,1e+20,433013,-1,350.084,-0.00177697,0,-76856.5,557600,377100,0,673144,0,0.3,325.147,347.426,1e+20,1,557600,377100,-312.284,37.801
839,413160,-2199.41,1e+20,433013,-1,349.601,-0.00173204,0,-76438.6,557800,377550,0,673561,0,0.3,325.526,347.582,1e+20,1,557800,377550,-311.853,37.7488
840,413652,-2201.35,1e+20,433013,-1,349.119,-0.00168731,0,-76020.7,558000,378000,0,673979,0,0.3,325.902,347.741,1e+20,1,558000,378000,-311.423,37.6968
841,414144,-2203.31,1e+20,433013,-1,348.64,-0.0016428,0,-75602.7,558200,378450,0,674397,0,0.3,326.275,347.903,1e+20,1,558200,378450,-310.996,37.6451
842,414637,-2205.27,1e+20,433013,-1,348.163,-0.00159871,0,-75184.5,558400,378900,0,674815,0,0.3,326.642,348.066,1e+20,1,558400,378900,-310.57,37.5935
843,415129,-2207.17,1e+20,433013,-1,347.684,-0.00155459,0,-74766.3,558600,379350,0,675234,0,0.3,327.007,348.228,1e+20,1,558600,379350,-310.143,37.5418
844,415622,-2209.11,1e+20,433013,-1,347.209,-0.00151086,0,-74348.1,558800,379800,0,675652,0,0.3,327.366,348.397,1e+20,1,558800,379800,-309.72,37.4906
845,416114,-2211.03,1e+20,433013,-1,346.735,-0.00146737,0,-73929.6,559000,380250,0,676070,0,0.3,327.722,348.563,1e+20,1,559000,380250,-309.297,37.4394
846,416607,-2212.99,1e+20,433013,-1,346.265,-0.00142418,0,-73511.1,559200,380700,0,676489,0,0.3,328.074,348.735,1e+20,1,559200,380700,-308.877,37.3886
847,417099,-2214.91,1e+20,433013,-1,345.793,-0.00138107,0,-73092.5,559400,381150,0,676907,0,0.3,328.423,348.908,1e+20,1,559400,381150,-308.456,37.3377
848,417592,-2216.8,1e+20,433013,-1,345.323,-0.00133828,0,-72673.7,559600,381600,0,677326,0,0.3,328.766,349.079,1e+20,1,559600,381600,-308.037,37.2869
849,418084,-2218.73,1e+20,433013,-1,344.856,-0.00129574,0,-72254.9,559800,382050,0,677745,0,0.3,329.105,349.256,1e+20,1,559800,382050,-307.62,37.2365
850,418576,-2220.67,1e+20,433013,-1,344.39,-0.00125335,0,-71836.1,560000,382500,0,678164,0,0.3,329.442,349.434,1e+20,1,560000,382500,-307.205,37.1862
851,419069,-2222.58,1e+20,433013,-1,343.926,-0.00121135,0,-71417,560200,382950,0,678583,0,0.3,329.772,349.614,1e+20,1,560200,382950,-306.791,37.1361
852,419561,-2224.47,1e+20,433013,-1,343.462,-0.00116937,0,-70997.9,560400,383400,0,679002,0,0.3,330.101,349.794,1e+20,1,560400,383400,-306.376,37.0859
853,420054,-2226.39,1e+20,433013,-1,343.001,-0.00112773,0,-70578.7,560600,383850,0,679421,0,0.3,330.423,349.98,1e+20,1,560600,383850,-305.965,37.0361
854,420546,-2228.3,1e+20,433013,-1,342.541,-0.00108634,0,-70159.4,560800,384300,0,679840,0,0.3,330.742,350.164,1e+20,1,560800,384300,-305.555,36.9864
855,421039,-2230.23,1e+20,433013,-1,342.083,-0.00104516,0,-69740,561000,384750,0,680260,0,0.3,331.057,350.353,1e+20,1,561000,384750,-305.146,36.937
856,421531,-2232.12,1e+20,433013,-1,341.625,-0.0010041,0,-69320.5,561200,385200,0,680679,0,0.3,331.367,350.543,1e+20,1,561200,385200,-304.738,36.8876
857,422024,-2233.99,1e+20,433013,-1,341.168,-0.000963307,0,-68900.8,561400,385650,0,681099,0,0.3,331.673,350.732,1e+20,1,561400,385650,-304.33,36.8383
858,422516,-2235.9,1e+20,433013,-1,340.715,-0.000922792,0,-68481.2,561600,386100,0,681519,0,0.3,331.974,350.928,1e+20,1,561600,386100,-303.926,36.7893
859,423008,-2237.82,1e+20,433013,-1,340.263,-0.000882385,0,-68061.4,561800,386550,0,681938,0,0.3,332.274,351.124,1e+20,1,561800,386550,-303.523,36.7405
860,423501,-2239.7,1e+20,433013,-1,339.811,-0.000842319,0,-67641.5,562000,387000,0,682358,0,0.3,332.565,351.322,1e+20,1,562000,387000,-303.12,36.6917
861,423993,-2241.57,1e+20,433013,-1,339.36,-0.00080232,0,-67221.5,562200,387450,0,682778,0,0.3,332.854,351.522,1e+20,1,562200,387450,-302.718,36.643
862,424486,-2243.47,1e+20,433013,-1,338.913,-0.000762595,0,-66801.5,562400,387900,0,683198,0,0.3,333.139,351.726,1e+20,1,562400,387900,-302.318,36.5947
863,424978,-2245.36,1e+20,433013,-1,338.466,-0.000723133,0,-66381.2,562600,388350,0,683619,0,0.3,333.418,351.93,1e+20,1,562600,388350,-301.92,36.5465
864,425471,-2247.24,1e+20,433013,-1,338.021,-0.000683785,0,-65961,562800,388800,0,684039,0,0.3,333.694,352.136,1e+20,1,562800,388800,-301.523,36.4984
865,425963,-2249.11,1e+20,433013,-1,337.576,-0.000644649,0,-65540.6,563000,389250,0,684459,0,0.3,333.965,352.347,1e+20,1,563000,389250,-301.126,36.4504
866,426456,-2250.96,1e+20,433013,-1,337.132,-0.000605688,0,-65120.1,563200,389700,0,684880,0,0.3,334.232,352.555,1e+20,1,563200,389700,-300.73,36.4025
867,426948,-2252.86,1e+20,433013,-1,336.693,-0.000567038,0,-64699.5,563400,390150,0,685300,0,0.3,334.493,352.771,1e+20,1,563400,390150,-300.338,36.355
868,427440,-2254.76,1e+20,433013,-1,336.253,-0.000528479,0,-64278.9,563600,390600,0,685721,0,0.3,334.752,352.988,1e+20,1,563600,390600,-299.946,36.3076
869,427933,-2256.59,1e+20,433013,-1,335.814,-0.000490171,0,-63858.1,563800,391050,0,686142,0,0.3,335.003,353.205,1e+20,1,563800,391050,-299.554,36.2601
870,428425,-2258.45,1e+20,433013,-1,335.377,-0.000452,0,-63437.2,564000,391500,0,686563,0,0.3,335.252,353.425,1e+20,1,564000,391500,-299.164,36.2129
871,428918,-2260.32,1e+20,433013,-1,334.942,-0.000414034,0,-63016.4,564200,391950,0,686984,0,0.3,335.497,353.649,1e+20,1,564200,391950,-298.776,36.1659
872,429410,-2262.2,1e+20,433013,-1,334.509,-0.000376349,0,-62595.2,564400,392400,0,687405,0,0.3,335.735,353.874,1e+20,1,564400,392400,-298.39,36.1192
873,429903,-2264.03,1e+20,433013,-1,334.075,-0.0003387,0,-62174.1,564600,392850,0,687826,0,0.3,335.97,354.101,1e+20,1,564600,392850,-298.003,36.0723
874,430395,-2265.89,1e+20,433013,-1,333.644,-0.000301337,0,-61752.9,564800,393300,0,688247,0,0.3,336.199,354.333,1e+20,1,564800,393300,-297.618,36.0258
875,430888,-2267.72,1e+20,433013,-1,333.213,-0.000264113,0,-61331.5,565000,393750,0,688668,0,0.3,336.425,354.563,1e+20,1,565000,393750,-297.234,35.9792
876,431380,-2269.6,1e+20,433013,-1,332.786,-0.000227151,0,-60910.2,565200,394200,0,689090,0,0.3,336.645,354.8,1e+20,1,565200,394200,-296.853,35.9331
877,431872,-2271.45,1e+20,433013,-1,332.359,-0.000190288,0,-60488.7,565400,394650,0,689511,0,0.3,336.861,355.038,1e+20,1,565400,394650,-296.472,35.887
878,432365,-2273.26,1e+20,433013,-1,331.932,-0.000153638,0,-60067,565600,395100,0,689933,0,0.3,337.071,355.276,1e+20,1,565600,395100,-296.091,35.8409
879,432857,-2275.1,1e+20,433013,-1,331.508,-0.000117163,0,-59645.3,565800,395550,0,690355,0,0.3,337.278,355.519,1e+20,1,565800,395550,-295.713,35.7951
880,433350,-2276.95,1e+20,433013,-1,331.085,-8.08325e-05,0,-59223.6,566000,396000,0,690776,0,0.3,337.48,355.764,1e+20,1,566000,396000,-295.336,35.7495
881,433842,-2278.8,1e+20,433013,-1,330.665,-4.47874e-05,0,-58801.6,566200,396450,0,691198,0,0.3,337.675,356.012,1e+20,1,566200,396450,-294.961,35.7041
882,434335,-2280.59,1e+20,433013,-1,330.243,-8.75873e-06,0,-58379.6,566400,396900,0,691620,0,0.3,337.868,356.261,1e+20,1,566400,396900,-294.584,35.6585
883,434827,-2282.42,1e+20,433013,-1,329.824,2.69744e-05,0,-57957.6,566600,397350,0,692042,0,0.3,338.054,356.515,1e+20,1,566600,397350,-294.211,35.6133
884,435320,-2284.24,1e+20,433013,-1,329.406,6.25779e-05,0,-57535.4,566800,397800,0,692464,0,0.3,338.236,356.769,1e+20,1,566800,397800,-293.838,35.5682
885,435812,-2286.09,1e+20,433013,-1,328.992,9.79801e-05,0,-57113.2,567000,398250,0,692887,0,0.3,338.413,357.028,1e+20,1,567000,398250,-293.468,35.5234
886,436304,-2287.9,1e+20,433013,-1,328.576,0.000133255,0,-56690.8,567200,398700,0,693309,0,0.3,338.586,357.289,1e+20,1,567200,398700,-293.097,35.4785
887,436797,-2289.68,1e+20,433013,-1,328.161,0.000168362,0,-56268.3,567400,399150,0,693732,0,0.3,338.753,357.55,1e+20,1,567400,399150,-292.728,35.4338
888,437289,-2291.5,1e+20,433013,-1,327.75,0.000203261,0,-55845.8,567600,399600,0,694154,0,0.3,338.914,357.818,1e+20,1,567600,399600,-292.36,35.3893
889,437782,-2293.33,1e+20,433013,-1,327.339,0.000238072,0,-55423.2,567800,400050,0,694577,0,0.3,339.073,358.086,1e+20,1,567800,400050,-291.994,35.345
890,438274,-2295.13,1e+20,433013,-1,326.93,0.000272595,0,-55000.4,568000,400500,0,694999,0,0.3,339.224,358.358,1e+20,1,568000,400500,-291.629,35.3008
891,438767,-2296.91,1e+20,433013,-1,326.521,0.000307071,0,-54577.6,568200,400950,0,695422,0,0.3,339.372,358.631,1e+20,1,568200,400950,-291.264,35.2566
892,439259,-2298.71,1e+20,433013,-1,326.114,0.000341314,0,-54154.7,568400,401400,0,695845,0,0.3,339.514,358.909,1e+20,1,568400,401400,-290.901,35.2127
893,439752,-2300.51,1e+20,433013,-1,325.709,0.00037541,0,-53731.7,568600,401850,0,696268,0,0.3,339.65,359.188,1e+20,1,568600,401850,-290.54,35.1689
894,440244,-2302.33,1e+20,433013,-1,325.305,0.000409358,0,-53308.6,568800,402300,0,696691,0,0.3,339.783,359.471,1e+20,1,568800,402300,-290.18,35.1254
895,440736,-2304.1,1e+20,433013,-1,324.902,0.000443124,0,-52885.5,569000,402750,0,697114,0,0.3,339.91,359.757,1e+20,1,569000,402750,-289.82,35.0818
896,441229,-2305.86,1e+20,433013,-1,324.499,0.00047678,0,-52462.1,569200,403200,0,697538,0,0.3,340.032,360.042,1e+20,1,569200,403200,-289.46,35.0383
897,441721,-2307.66,1e+20,433013,-1,324.099,0.000510189,0,-52038.8,569400,403650,0,697961,0,0.3,340.148,360.336,1e+20,1,569400,403650,-289.104,34.9951
898,442214,-2309.46,1e+20,433013,-1,323.701,0.000543526,0,-51615.4,569600,404100,0,698385,0,0.3,340.26,360.629,1e+20,1,569600,404100,-288.748,34.9521
899,442706,-2311.21,1e+20,433013,-1,323.303,0.00057662,0,-51191.8,569800,404550,0,698808,0,0.3,340.365,360.926,1e+20,1,569800,404550,-288.393,34.9091
900,443199,-2312.97,1e+20,433013,-1,322.905,0.000609613,0,-50768.2,570000,405000,0,699232,0,0.3,340.467,361.225,1e+20,1,570000,405000,-288.039,34.8662
901,443691,-2314.75,1e+20,433013,-1,322.51,0.000642427,0,-50344.5,570200,405450,0,699655,0,0.3,340.563,361.528,1e+20,1,570200,405450,-287.686,34.8235
902,444184,-2316.52,1e+20,433013,-1,322.117,0.000675065,0,-49920.6,570400,405900,0,700079,0,0.3,340.653,361.834,1e+20,1,570400,405900,-287.335,34.7811
903,444676,-2318.29,1e+20,433013,-1,321.724,0.000707592,0,-49496.7,570600,406350,0,700503,0,0.3,340.739,362.142,1e+20,1,570600,406350,-286.985,34.7386
904,445168,-2320.03,1e+20,433013,-1,321.332,0.000739879,0,-49072.8,570800,406800,0,700927,0,0.3,340.818,362.455,1e+20,1,570800,406800,-286.635,34.6963
905,445661,-2321.77,1e+20,433013,-1,320.941,0.000772096,0,-48648.6,571000,407250,0,701351,0,0.3,340.894,362.766,1e+20,1,571000,407250,-286.286,34.6541
906,446153,-2323.55,1e+20,433013,-1,320.553,0.000804054,0,-48224.5,571200,407700,0,701775,0,0.3,340.962,363.087,1e+20,1,571200,407700,-285.94,34.6122
907,446646,-2325.31,1e+20,433013,-1,320.166,0.000835925,0,-47800.3,571400,408150,0,702200,0,0.3,341.027,363.408,1e+20,1,571400,408150,-285.595,34.5704
908,447138,-2327.03,1e+20,433013,-1,319.778,0.000867583,0,-47375.9,571600,408600,0,702624,0,0.3,341.085,363.73,1e+20,1,571600,408600,-285.249,34.5285
909,447631,-2328.77,1e+20,433013,-1,319.393,0.000899092,0,-46951.5,571800,409050,0,703048,0,0.3,341.139,364.058,1e+20,1,571800,409050,-284.905,34.4869
910,448123,-2330.51,1e+20,433013,-1,319.009,0.000930469,0,-46526.9,572000,409500,0,703473,0,0.3,341.187,364.388,1e+20,1,572000,409500,-284.563,34.4454
911,448615,-2332.27,1e+20,433013,-1,318.627,0.000961634,0,-46102.3,572200,409950,0,703898,0,0.3,341.228,364.722,1e+20,1,572200,409950,-284.222,34.4042
912,449108,-2333.98,1e+20,433013,-1,318.244,0.000992704,0,-45677.6,572400,410400,0,704322,0,0.3,341.268,365.056,1e+20,1,572400,410400,-283.881,34.3629
913,449600,-2335.7,1e+20,433013,-1,317.864,0.00102349,0,-45252.8,572600,410850,0,704747,0,0.3,341.298,365.398,1e+20,1,572600,410850,-283.541,34.3218
914,450093,-2337.41,1e+20,433013,-1,317.484,0.00105421,0,-44827.9,572800,411300,0,705172,0,0.3,341.325,365.738,1e+20,1,572800,411300,-283.203,34.2808
915,450585,-2339.16,1e+20,433013,-1,317.107,0.00108471,0,-44403,573000,411750,0,705597,0,0.3,341.345,366.087,1e+20,1,573000,411750,-282.866,34.2401
916,451078,-2340.88,1e+20,433013,-1,316.73,0.00111506,0,-43978,573200,412200,0,706022,0,0.3,341.36,366.436,1e+20,1,573200,412200,-282.53,34.1994
917,451570,-2342.57,1e+20,433013,-1,316.353,0.00114524,0,-43552.7,573400,412650,0,706447,0,0.3,341.37,366.786,1e+20,1,573400,412650,-282.194,34.1587
918,452063,-2344.28,1e+20,433013,-1,315.979,0.00117522,0,-43127.5,573600,413100,0,706872,0,0.3,341.374,367.144,1e+20,1,573600,413100,-281.86,34.1183
919,452555,-2346,1e+20,433013,-1,315.606,0.00120511,0,-42702.2,573800,413550,0,707298,0,0.3,341.374,367.502,1e+20,1,573800,413550,-281.527,34.078
920,453047,-2347.72,1e+20,433013,-1,315.235,0.00123474,0,-42276.8,574000,414000,0,707723,0,0.3,341.365,367.865,1e+20,1,574000,414000,-281.197,34.038
921,453540,-2349.39,1e+20,433013,-1,314.863,0.00126425,0,-41851.3,574200,414450,0,708149,0,0.3,341.354,368.23,1e+20,1,574200,414450,-280.864,33.9977
922,454032,-2351.08,1e+20,433013,-1,314.493,0.00129351,0,-41425.7,574400,414900,0,708574,0,0.3,341.335,368.6,1e+20,1,574400,414900,-280.534,33.9578
923,454525,-2352.78,1e+20,433013,-1,314.124,0.00132268,0,-41000,574600,415350,0,709000,0,0.3,341.311,368.971,1e+20,1,574600,415350,-280.206,33.918
924,455017,-2354.49,1e+20,433013,-1,313.758,0.00135165,0,-40574.3,574800,415800,0,709426,0,0.3,341.282,369.349,1e+20,1,574800,415800,-279.879,33.8785
925,455510,-2356.16,1e+20,433013,-1,313.391,0.0013804,0,-40148.5,575000,416250,0,709851,0,0.3,341.247,369.728,1e+20,1,575000,416250,-279.551,33.8388
926,456002,-2357.82,1e+20,433013,-1,313.025,0.00140903,0,-39722.5,575200,416700,0,710277,0,0.3,341.207,370.108,1e+20,1,575200,416700,-279.225,33.7993
927,456495,-2359.51,1e+20,433013,-1,312.661,0.0014374,0,-39296.6,575400,417150,0,710703,0,0.3,341.16,370.497,1e+20,1,575400,417150,-278.901,33.76
928,456987,-2361.19,1e+20,433013,-1,312.299,0.00146571,0,-38870.5,575600,417600,0,711129,0,0.3,341.109,370.885,1e+20,1,575600,417600,-278.577,33.7209
929,457479,-2362.87,1e+20,433013,-1,311.937,0.00149372,0,-38444.2,575800,418050,0,711556,0,0.3,341.05,371.279,1e+20,1,575800,418050,-278.255,33.6819
930,457972,-2364.51,1e+20,433013,-1,311.575,0.00152158,0,-38018,576000,418500,0,711982,0,0.3,340.987,371.675,1e+20,1,576000,418500,-277.932,33.6428
931,458464,-2366.18,1e+20,433013,-1,311.216,0.00154925,0,-37591.7,576200,418950,0,712408,0,0.3,340.918,372.076,1e+20,1,576200,418950,-277.611,33.604
932,458957,-2367.84,1e+20,433013,-1,310.858,0.00157676,0,-37165.2,576400,419400,0,712835,0,0.3,340.842,372.479,1e+20,1,576400,419400,-277.292,33.5653
933,459449,-2369.52,1e+20,433013,-1,310.501,0.00160411,0,-36738.7,576600,419850,0,713261,0,0.3,340.763,372.887,1e+20,1,576600,419850,-276.974,33.5268
934,459942,-2371.15,1e+20,433013,-1,310.144,0.00163116,0,-36312.1,576800,420300,0,713688,0,0.3,340.675,373.298,1e+20,1,576800,420300,-276.655,33.4883
935,460434,-2372.77,1e+20,433013,-1,309.788,0.00165815,0,-35885.3,577000,420750,0,714114,0,0.3,340.585,373.709,1e+20,1,577000,420750,-276.337,33.4498
936,460927,-2374.44,1e+20,433013,-1,309.435,0.00168482,0,-35458.6,577200,421200,0,714541,0,0.3,340.485,374.131,1e+20,1,577200,421200,-276.023,33.4117
937,461419,-2376.1,1e+20,433013,-1,309.083,0.00171143,0,-35031.8,577400,421650,0,714968,0,0.3,340.382,374.552,1e+20,1,577400,421650,-275.708,33.3736
938,461911,-2377.72,1e+20,433013,-1,308.73,0.00173774,0,-34604.8,577600,422100,0,715395,0,0.3,340.271,374.977,1e+20,1,577600,422100,-275.394,33.3356
939,462404,-2379.34,1e+20,433013,-1,308.379,0.00176388,0,-34177.8,577800,422550,0,715822,0,0.3,340.157,375.407,1e+20,1,577800,422550,-275.08,33.2976
940,462896,-2380.97,1e+20,433013,-1,308.029,0.00178986,0,-33750.7,578000,423000,0,716249,0,0.3,340.036,375.839,1e+20,1,578000,423000,-274.768,33.2598
941,463389,-2382.61,1e+20,433013,-1,307.681,0.00181565,0,-33323.4,578200,423450,0,716676,0,0.3,339.907,376.276,1e+20,1,578200,423450,-274.458,33.2223
942,463881,-2384.23,1e+20,433013,-1,307.333,0.00184128,0,-32896.2,578400,423900,0,717104,0,0.3,339.776,376.715,1e+20,1,578400,423900,-274.148,33.1847
943,464374,-2385.83,1e+20,433013,-1,306.986,0.00186658,0,-32468.8,578600,424350,0,717531,0,0.3,339.635,377.161,1e+20,1,578600,424350,-273.838,33.1473
944,464866,-2387.43,1e+20,433013,-1,306.64,0.00189184,0,-32041.3,578800,424800,0,717959,0,0.3,339.491,377.606,1e+20,1,578800,424800,-273.529,33.1099
945,465359,-2389.07,1e+20,433013,-1,306.297,0.00191681,0,-31613.8,579000,425250,0,718386,0,0.3,339.339,378.061,1e+20,1,579000,425250,-273.223,33.0728
946,465851,-2390.68,1e+20,433013,-1,305.954,0.00194168,0,-31186.2,579200,425700,0,718814,0,0.3,339.183,378.516,1e+20,1,579200,425700,-272.917,33.0358
947,466343,-2392.26,1e+20,433013,-1,305.61,0.00196628,0,-30758.5,579400,426150,0,719241,0,0.3,339.02,378.974,1e+20,1,579400,426150,-272.611,32.9987
948,466836,-2393.86,1e+20,433013,-1,305.269,0.00199068,0,-30330.8,579600,426600,0,719669,0,0.3,338.851,379.438,1e+20,1,579600,426600,-272.306,32.9618
949,467328,-2395.45,1e+20,433013,-1,304.928,0.002015,0,-29902.9,579800,427050,0,720097,0,0.3,338.677,379.904,1e+20,1,579800,427050,-272.002,32.925
950,467821,-2397.06,1e+20,433013,-1,304.59,0.00203907,0,-29474.9,580000,427500,0,720525,0,0.3,338.495,380.377,1e+20,1,580000,427500,-271.701,32.8886
951,468313,-2398.63,1e+20,433013,-1,304.251,0.00206297,0,-29046.9,580200,427950,0,720953,0,0.3,338.31,380.85,1e+20,1,580200,427950,-271.398,32.8519
952,468806,-2400.21,1e+20,433013,-1,303.913,0.0020866,0,-28618.8,580400,428400,0,721381,0,0.3,338.116,381.33,1e+20,1,580400,428400,-271.097,32.8154
953,469298,-2401.78,1e+20,433013,-1,303.577,0.00211017,0,-28190.6,580600,428850,0,721809,0,0.3,337.918,381.811,1e+20,1,580600,428850,-270.797,32.7791
954,469791,-2403.38,1e+20,433013,-1,303.242,0.00213351,0,-27762.4,580800,429300,0,722238,0,0.3,337.712,382.3,1e+20,1,580800,429300,-270.498,32.743
955,470283,-2404.94,1e+20,433013,-1,302.908,0.00215668,0,-27334,581000,429750,0,722666,0,0.3,337.501,382.791,1e+20,1,581000,429750,-270.2,32.7069
956,470775,-2406.49,1e+20,433013,-1,302.573,0.00217968,0,-26905.5,581200,430200,0,723094,0,0.3,337.285,383.283,1e+20,1,581200,430200,-269.902,32.6707
957,471268,-2408.06,1e+20,433013,-1,302.241,0.00220242,0,-26477,581400,430650,0,723523,0,0.3,337.061,383.785,1e+20,1,581400,430650,-269.605,32.6349
958,471760,-2409.62,1e+20,433013,-1,301.91,0.00222516,0,-26048.4,581600,431100,0,723952,0,0.3,336.834,384.285,1e+20,1,581600,431100,-269.31,32.5991
959,472253,-2411.19,1e+20,433013,-1,301.581,0.0022476,0,-25619.7,581800,431550,0,724380,0,0.3,336.596,384.794,1e+20,1,581800,431550,-269.016,32.5636
960,472745,-2412.72,1e+20,433013,-1,301.25,0.00226986,0,-25191,582000,432000,0,724809,0,0.3,336.356,385.305,1e+20,1,582000,432000,-268.721,32.5278
961,473238,-2414.26,1e+20,433013,-1,300.921,0.00229195,0,-24762.1,582200,432450,0,725238,0,0.3,336.108,385.82,1e+20,1,582200,432450,-268.428,32.4923
962,473730,-2415.8,1e+20,433013,-1,300.594,0.00231394,0,-24333.2,582400,432900,0,725667,0,0.3,335.854,386.339,1e+20,1,582400,432900,-268.136,32.457
963,474222,-2417.37,1e+20,433013,-1,300.268,0.00233576,0,-23904.2,582600,433350,0,726096,0,0.3,335.595,386.864,1e+20,1,582600,433350,-267.845,32.4218
964,474715,-2418.88,1e+20,433013,-1,299.942,0.00235731,0,-23475.1,582800,433800,0,726525,0,0.3,335.328,387.392,1e+20,1,582800,433800,-267.554,32.3866
965,475207,-2420.39,1e+20,433013,-1,299.616,0.00237881,0,-23045.9,583000,434250,0,726954,0,0.3,335.058,387.92,1e+20,1,583000,434250,-267.263,32.3514
966,475700,-2421.93,1e+20,433013,-1,299.293,0.0024,0,-22616.7,583200,434700,0,727383,0,0.3,334.778,388.46,1e+20,1,583200,434700,-266.975,32.3165
967,476192,-2423.46,1e+20,433013,-1,298.97,0.0024212,0,-22187.4,583400,435150,0,727813,0,0.3,334.495,388.999,1e+20,1,583400,435150,-266.687,32.2816
968,476685,-2424.98,1e+20,433013,-1,298.648,0.00244212,0,-21757.9,583600,435600,0,728242,0,0.3,334.202,389.544,1e+20,1,583600,435600,-266.4,32.2469
969,477177,-2426.48,1e+20,433013,-1,298.326,0.00246283,0,-21328.5,583800,436050,0,728671,0,0.3,333.906,390.093,1e+20,1,583800,436050,-266.113,32.2121
970,477670,-2427.98,1e+20,433013,-1,298.006,0.00248345,0,-20898.9,584000,436500,0,729101,0,0.3,333.603,390.646,1e+20,1,584000,436500,-265.827,32.1775
971,478162,-2429.5,1e+20,433013,-1,297.687,0.00250391,0,-20469.3,584200,436950,0,729531,0,0.3,333.292,391.203,1e+20,1,584200,436950,-265.543,32.1431
972,478654,-2431.01,1e+20,433013,-1,297.369,0.00252422,0,-20039.6,584400,437400,0,729960,0,0.3,332.978,391.765,1e+20,1,584400,437400,-265.259,32.1088
973,479147,-2432.49,1e+20,433013,-1,297.051,0.00254424,0,-19609.8,584600,437850,0,730390,0,0.3,332.655,392.332,1e+20,1,584600,437850,-264.975,32.0744
974,479639,-2433.97,1e+20,433013,-1,296.733,0.00256423,0,-19179.8,584800,438300,0,730820,0,0.3,332.328,392.9,1e+20,1,584800,438300,-264.692,32.0401
975,480132,-2435.47,1e+20,433013,-1,296.418,0.00258392,0,-18749.9,585000,438750,0,731250,0,0.3,331.992,393.479,1e+20,1,585000,438750,-264.411,32.0061
976,480624,-2436.97,1e+20,433013,-1,296.104,0.0026036,0,-18319.9,585200,439200,0,731680,0,0.3,331.651,394.057,1e+20,1,585200,439200,-264.131,31.9722
977,481117,-2438.43,1e+20,433013,-1,295.789,0.00262299,0,-17889.7,585400,439650,0,732110,0,0.3,331.303,394.64,1e+20,1,585400,439650,-263.85,31.9382
